New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index,middle,ring,little
35:58.885,0,0,-0.01,-0.01,0.01,0.72,-0.07,-0.03,149.676560381411,136.449743286095,149.352482220413,167.858182969245,167.858182969245
35:58.933,-0.02,-0.06,0.03,0,-0.05,-0.14,-0.06,0,149.860539009314,136.562972972026,149.440351913063,167.970565217052,167.970565217052
35:58.943,0.01,0,-0.05,0,0.03,0.26,0,0.01,150.04451763722,136.676202657958,149.528221605717,168.08294746486,168.08294746486
35:58.953,0.01,0,-0.05,0,0.03,0.26,0,0.01,150.228496265121,136.789432343887,149.616091298367,168.195329712666,168.195329712666
35:58.966,-0.02,0,0.03,0.02,0,-0.07,-0.06,-0.01,150.25477861874,136.91947136493,149.862074725479,168.259700921679,168.259700921679
35:58.980,0,0.01,0.02,0.03,0.03,0.21,0,-0.05,150.28106097236,137.049510385974,150.108058152593,168.324072130693,168.324072130693
35:58.992,0,-0.01,0.01,0.01,0.01,0.18,-0.03,-0.01,150.30734332598,137.179549407016,150.354041579711,168.388443339708,168.388443339708
35:59.037,0,0,0,0.01,0.07,0.05,-0.06,-0.02,150.314076251293,137.314420508927,150.41364673087,168.465507691932,168.465507691932
35:59.047,-0.01,0.02,0.02,-0.02,0,0.17,-0.04,-0.05,150.320809176607,137.449291610836,150.473251882031,168.542572044156,168.542572044156
35:59.057,0.02,0.02,0.03,0.02,0.03,0.08,0,0.01,150.327542101921,137.584162712745,150.532857033191,168.619636396381,168.619636396381
35:59.069,0,0,-0.01,0,0.02,0.17,0.06,0.03,150.334275027234,137.71903381465,150.59246218435,168.696700748606,168.696700748606
35:59.079,0,-0.01,0.01,0.06,0.03,-0.55,-0.18,-0.01,150.341007952548,137.853904916563,150.65206733551,168.773765100834,168.773765100834
35:59.089,0,-0.01,0.01,0.06,0.03,-0.55,-0.18,-0.01,150.354021295381,137.778093259481,150.593618445184,168.663811785338,168.663811785338
35:59.098,0,0,-0.03,0,0,-0.01,0,0,150.367034638214,137.7022816024,150.535169554857,168.553858469844,168.553858469844
35:59.107,0,0.01,0.05,0,0,-0.05,-0.1,0.01,150.380047981047,137.626469945319,150.476720664531,168.443905154352,168.443905154352
35:59.150,0,-0.04,-0.03,-0.03,0,0.62,0.14,0,150.178656607994,137.628448948477,150.59015277704,168.670151819984,168.670151819984
35:59.162,0,0,-0.01,-0.03,-0.01,-0.07,0.09,-0.04,149.977265234946,137.630427951635,150.70358488955,168.896398485616,168.896398485616
35:59.170,0,0,-0.01,-0.03,-0.01,-0.07,0.09,-0.04,149.775873861898,137.632406954793,150.81701700206,169.122645151248,169.122645151248
35:59.180,-0.02,-0.02,-0.12,-0.06,0.02,0.11,-0.05,0,149.841097983894,137.478526673622,150.717866000496,169.086653601858,169.086653601858
35:59.189,-0.02,-0.02,-0.12,-0.06,0.02,0.11,-0.05,0,149.90632210589,137.324646392459,150.618714998935,169.05066205247,169.05066205247
35:59.198,0,-0.01,-0.02,-0.01,-0.01,0.06,-0.01,0.01,149.971546227887,137.170766111289,150.519563997368,169.014670503079,169.014670503079
35:59.210,0,-0.01,-0.02,-0.01,-0.01,0.06,-0.01,0.01,150.036770349883,137.016885830122,150.420412995802,168.978678953689,168.978678953689
35:59.218,0,-0.01,0,0.04,0.05,0.02,0.07,-0.01,150.101994471881,136.863005548956,150.321261994237,168.942687404299,168.942687404299
35:59.257,-0.02,0.02,0.04,-0.02,-0.04,0.2,0.02,0,150.404354576924,137.301143944711,150.523608139234,169.09925374315,169.09925374315
35:59.268,-0.02,0.02,0.04,-0.02,-0.04,0.2,0.02,0,150.706714681965,137.739282340473,150.725954284233,169.255820082002,169.255820082002
35:59.276,0.01,-0.02,-0.07,-0.04,-0.05,-0.25,-0.01,-0.01,150.773542122617,137.880929779965,150.933940216284,169.475039434794,169.475039434794
35:59.290,-0.01,0.01,0.18,0,-0.08,-0.44,-0.1,-0.01,150.84036956327,138.022577219461,151.141926148339,169.694258787586,169.694258787586
35:59.302,0,0,-0.03,-0.02,-0.06,-0.19,0.01,0,150.907197003922,138.164224658953,151.349912080394,169.913478140381,169.913478140381
35:59.314,-0.01,0,-0.03,0,0.02,0.29,0.03,-0.11,150.974024444576,138.305872098446,151.557898012448,170.132697493173,170.132697493173
35:59.359,-0.01,-0.02,-0.08,-0.03,-0.05,0.3,0.01,0,150.977440838112,138.151077375223,151.558495339103,170.116748788912,170.116748788912
35:59.368,-0.01,-0.02,-0.08,-0.03,-0.05,0.3,0.01,0,150.980857231647,137.996282652002,151.559092665757,170.100800084651,170.100800084651
35:59.379,0,0.03,0.04,0,-0.01,-0.1,0.08,-0.01,150.984273625183,137.841487928777,151.559689992412,170.08485138039,170.08485138039
35:59.387,0,0.03,0.04,0,-0.01,-0.1,0.08,-0.01,151.140563392582,137.859331080358,151.553206820399,170.134674104859,170.134674104859
35:59.396,0,0.03,0.04,0,-0.01,-0.1,0.08,-0.01,151.296853159976,137.877174231937,151.546723648387,170.184496829326,170.184496829326
35:59.406,0,0,0,-0.03,0,0.05,0.07,0,151.45314292737,137.895017383516,151.540240476375,170.234319553796,170.234319553796
35:59.415,0,-0.04,-0.15,0,0.06,0.79,0.05,0.01,151.609432694768,137.912860535097,151.533757304363,170.284142278266,170.284142278266
35:59.425,-0.01,0.05,0.02,0.02,-0.04,0.43,0.02,-0.03,151.765722462165,137.930703686677,151.527274132351,170.333965002735,170.333965002735
35:59.435,-0.03,-0.06,-0.08,-0.03,0.02,0.05,0.07,0,151.922012229556,137.948546838256,151.520790960339,170.383787727204,170.383787727204
35:59.475,-0.03,-0.01,-0.01,-0.03,-0.06,-0.13,0,-0.01,152.034661693695,138.150687751388,151.639080152584,170.434677154818,170.434677154818
35:59.484,0,0,-0.09,0.01,0.06,0.18,0,0,152.147311157834,138.352828664518,151.757369344828,170.485566582432,170.485566582432
35:59.493,0,0,-0.09,0.01,0.06,0.18,0,0,152.352773639985,138.412628506045,151.829324324606,170.514944686563,170.514944686563
35:59.501,0,0.01,0,0,0.01,-0.11,-0.05,-0.01,152.558236122139,138.47242834757,151.901279304382,170.544322790695,170.544322790695
35:59.510,0,0.01,0,0,0.01,-0.11,-0.05,-0.01,152.763698604285,138.532228189095,151.973234284158,170.573700894827,170.573700894827
35:59.522,-0.02,0,0.13,-0.01,-0.03,-0.29,-0.1,-0.03,152.969161086432,138.592028030621,152.045189263934,170.603078998959,170.603078998959
35:59.531,-0.02,0,0.13,-0.01,-0.03,-0.29,-0.1,-0.03,153.174623568582,138.651827872148,152.11714424371,170.63245710309,170.63245710309
35:59.540,0,-0.01,0,-0.06,-0.1,0.46,-0.09,-0.03,153.380086050728,138.711627713674,152.189099223484,170.661835207222,167.942763291819
35:59.592,0.01,0.01,0.03,0.01,0.05,-0.05,-0.01,-0.01,153.143672184211,138.669684159109,152.40667100784,170.979072735368,170.979072735368
35:59.603,0,-0.01,-0.05,-0.01,0.04,0.35,0,0,152.907258317675,138.627740604543,152.624242792197,171.296310263511,171.296310263511
35:59.614,0,-0.01,-0.05,-0.01,0.04,0.35,0,0,152.670844451161,138.585797049976,152.841814576554,171.613547791654,171.613547791654
35:59.625,0,-0.01,0.06,-0.01,0.04,0.42,0.12,0,152.434430584639,138.543853495411,153.05938636091,171.930785319797,171.930785319797
35:59.636,0,-0.01,0.06,-0.01,0.04,0.42,0.12,0,152.198016718125,138.501909940846,153.276958145263,172.248022847933,172.248022847933
35:59.645,0,0,0.07,0.03,0.07,0.2,-0.15,0,151.961602851603,138.459966386281,153.494529929627,172.565260376068,172.565260376068
35:59.653,-0.05,-0.07,-0.17,0,0.01,-0.05,-0.21,-0.05,151.725188985094,138.418022831716,153.712101713978,172.8824979042,166.354647361483
35:59.695,0,-0.03,0.06,-0.01,-0.14,-0.85,-0.16,-0.02,151.838611820489,138.41662050392,153.587475120225,172.76025581895,172.76025581895
35:59.704,0,0,-0.04,-0.07,-0.09,0.03,0.16,0.01,151.952034655882,138.415218176124,153.462848526473,172.6380137337,172.6380137337
35:59.713,0,0,-0.04,-0.07,-0.09,0.03,0.16,0.01,152.065457491281,138.413815848328,153.338221932714,172.515771648446,172.515771648446
35:59.725,0.02,0,-0.01,0.02,0.07,-0.27,-0.34,0.02,152.178880326674,138.412413520532,153.213595338959,172.393529563195,172.393529563195
35:59.733,0.02,0,-0.01,0.02,0.07,-0.27,-0.34,0.02,152.292303162063,138.411011192736,153.088968745204,172.271287477946,172.271287477946
35:59.742,0,0,0.02,0.04,0.03,0.27,0.12,0,152.387391879041,138.513332123552,153.184626933134,172.234436026894,172.234436026894
35:59.750,0,0,0.02,0.04,0.03,0.27,0.12,0,152.48248059602,138.615653054369,153.280285121065,172.197584575841,172.197584575841
35:59.761,0,0.03,-0.01,0.01,0,0,0.09,0.01,152.577569312998,138.717973985185,153.375943308998,172.160733124788,172.160733124788
35:59.800,0,0,-0.03,-0.03,0,-0.03,-0.03,-0.03,152.574391303731,138.864152424498,153.371193016675,172.248769029151,172.248769029151
35:59.808,0,0,-0.01,-0.03,-0.09,-0.05,0.23,0,152.571213294464,139.010330863814,153.366442724352,172.336804933515,172.336804933515
35:59.817,0,0,-0.01,-0.03,-0.09,-0.05,0.23,0,152.568035285197,139.156509303122,153.361692432029,172.424840837875,172.424840837875
35:59.826,-0.01,0,0.07,0.04,0.04,-0.59,-0.02,0.01,152.564857275931,139.302687742435,153.356942139705,172.512876742237,172.512876742237
35:59.836,-0.01,0,0.07,0.04,0.04,-0.59,-0.02,0.01,152.601176414626,139.283447861534,153.47356990413,172.672763648305,172.672763648305
35:59.845,0,-0.01,-0.04,-0.01,0,0.26,0.07,-0.01,152.637495553321,139.264207980634,153.590197668553,172.832650554374,172.832650554374
35:59.854,-0.02,-0.07,-0.09,0.04,0,0.06,-0.05,0.01,152.673814692016,139.244968099733,153.706825432975,172.992537460446,172.992537460446
35:59.862,0,-0.01,-0.11,0.04,0.07,0.32,-0.01,0,152.710133830711,139.225728218833,153.823453197401,173.152424366515,173.152424366515
35:59.871,-0.01,0.01,0.09,0.01,0,0.12,0,0,152.746452969408,139.206488337931,153.940080961827,173.312311272584,173.312311272584
35:59.912,0,0,0.02,0.02,0.05,0.05,-0.1,-0.02,152.655257219481,139.613113140855,154.284615463457,173.575440956076,173.575440956076
35:59.924,0,0.01,0,-0.01,-0.02,-0.14,0.01,0,152.564061469555,140.019737943781,154.629149965091,173.838570639564,173.838570639564
35:59.935,0,0.01,0,-0.01,-0.02,-0.14,0.01,0,152.47286571963,140.426362746693,154.973684466713,174.101700323044,174.101700323044
35:59.946,-0.03,0.04,-0.03,-0.05,0,0.11,-0.05,-0.03,152.547154347666,140.371906099787,155.051961220324,174.129673474203,174.129673474203
35:59.962,0,0,0.03,-0.02,-0.02,0.65,0.02,0,152.621442975706,140.31744945288,155.130237973935,174.157646625362,174.157646625362
35:59.974,0.01,0,0,0.01,0.05,0.43,0.1,0,152.695731603741,140.262992805976,155.208514727545,174.18561977652,174.18561977652
36:00.016,-0.03,-0.02,-0.01,-0.02,-0.09,-0.87,-0.03,0,152.328871177244,140.148240714154,155.112277977739,174.114571556308,174.114571556308
36:00.029,0.01,-0.02,-0.01,0,0.11,0.1,-0.01,-0.04,151.962010750754,140.033488622334,155.016041227934,174.043523336097,174.043523336097
36:00.038,-0.02,0.02,0.05,-0.01,-0.03,0.15,-0.01,-0.04,152.030308743595,140.000254186279,154.978264186717,174.079578078468,174.079578078468
36:00.046,-0.02,0,0.05,-0.02,0.01,-0.06,-0.03,-0.05,152.098606736432,139.967019750224,154.940487145499,174.115632820842,174.115632820842
36:00.055,-0.02,0,0.05,-0.02,0.01,-0.06,-0.03,-0.05,152.166904729271,139.93378531417,154.902710104281,174.151687563213,174.151687563213
36:00.066,0,0.03,0.06,-0.02,-0.04,-0.2,-0.01,0.1,152.235202722113,139.900550878116,154.864933063064,174.187742305585,174.187742305585
36:00.077,0,0.03,0.06,-0.02,-0.04,-0.2,-0.01,0.1,152.303500714954,139.867316442062,154.827156021847,174.223797047955,174.223797047955
36:00.085,0.03,0,-0.03,0,0,-0.61,0.12,0.06,152.371798707796,139.834082006007,154.78937898063,174.259851790328,174.259851790328
36:00.132,0,0.01,-0.02,0,-0.07,-0.46,0.03,0.01,152.440096700636,139.800847569952,154.751601939414,174.295906532698,164.980042896132
36:00.142,0,0.01,0.14,0.05,0.14,1.01,0.1,0.07,152.354283253137,139.929678169236,154.841324861694,174.453928046569,174.453928046569
36:00.151,0,0.01,0.14,0.05,0.14,1.01,0.1,0.07,152.26846980564,140.058508768521,154.931047783975,174.611949560436,174.611949560436
36:00.160,-0.02,-0.07,0,-0.03,-0.07,-0.07,-0.05,0,152.18265635814,140.187339367807,155.020770706258,174.769971074311,174.769971074311
36:00.172,-0.01,-0.02,0.04,0.01,0,-0.24,-0.02,0.03,152.09684291064,140.316169967089,155.110493628539,174.927992588186,174.927992588186
36:00.180,0,-0.01,-0.04,0,-0.01,-0.08,0.05,-0.04,152.011029463141,140.445000566371,155.200216550822,175.08601410206,175.08601410206
36:00.189,0,-0.01,-0.04,0,-0.01,-0.08,0.05,-0.04,151.905521524119,140.308219603547,154.961132933588,174.809052231332,174.809052231332
36:00.198,-0.01,-0.03,-0.12,-0.03,0,0.49,0.17,-0.02,151.800013585098,140.171438640724,154.722049316357,174.532090360608,174.532090360608
36:00.243,-0.01,0,0.02,-0.03,-0.02,-0.01,-0.04,-0.06,151.795662371831,140.173504382179,154.794342989489,174.597224439731,174.597224439731
36:00.258,-0.01,0,0.02,-0.03,-0.02,-0.01,-0.04,-0.06,151.791311158564,140.175570123634,154.86663666262,174.662358518852,174.662358518852
36:00.272,-0.02,0.04,0.12,-0.04,-0.06,0.05,-0.08,-0.05,151.786959945296,140.177635865089,154.938930335755,174.727492597975,174.727492597975
36:00.285,0,-0.02,0.14,0.04,0.03,0.1,0.02,-0.02,151.879460615572,140.312329826585,154.981556040817,174.705180948225,174.705180948225
36:00.296,0,0.02,-0.03,0,0.03,-0.19,-0.03,0.05,151.971961285848,140.447023788081,155.02418174588,174.682869298475,174.682869298475
36:00.305,0,-0.02,0.02,0.05,0.05,-0.1,0.1,0.01,152.064461956124,140.581717749576,155.066807450943,174.660557648725,174.660557648725
36:00.346,0,0,-0.08,0.01,0.08,0.86,0.26,0.01,152.103024341892,140.624600536943,155.181054597828,174.815167748817,174.815167748817
36:00.355,0,0,-0.08,0.01,0.08,0.86,0.26,0.01,152.141586727659,140.667483324309,155.295301744714,174.969777848899,174.969777848899
36:00.365,0,0,0.12,0.03,0.02,-0.25,-0.03,-0.04,152.180149113427,140.710366111675,155.409548891599,175.124387948988,175.124387948988
36:00.375,0,0,0.12,0.03,0.02,-0.25,-0.03,-0.04,152.218711499193,140.753248899042,155.523796038486,175.278998049078,175.278998049078
36:00.387,0,-0.06,-0.04,-0.01,-0.01,-0.65,-0.05,-0.01,152.257273884961,140.79613168641,155.638043185374,175.433608149175,175.433608149175
36:00.396,0,0.01,0.01,-0.04,-0.05,-0.31,-0.17,-0.01,152.113218225048,140.866877534241,155.771008646909,175.636543534369,175.636543534369
36:00.406,-0.01,0.03,-0.04,0.01,-0.01,-0.1,-0.12,-0.02,151.969162565132,140.937623382071,155.903974108442,175.839478919563,175.839478919563
36:00.415,-0.02,-0.02,-0.02,-0.01,-0.02,-0.18,-0.05,0,151.82510690522,141.008369229901,156.036939569974,176.042414304757,176.042414304757
36:00.458,-0.03,0,0.04,-0.03,-0.1,-0.21,-0.06,-0.07,151.981026983172,140.948386094381,156.19367221874,176.221209060875,176.221209060875
36:00.467,0.01,0.04,-0.09,0.02,0,-0.65,-0.25,0,152.136947061124,140.88840295886,156.350404867506,176.400003816998,176.400003816998
36:00.478,0.01,-0.01,0.04,-0.01,-0.08,-0.49,0.26,0.02,152.292867139076,140.82841982334,156.50713751627,176.578798573115,176.578798573115
36:00.487,0.01,-0.01,0.04,-0.01,-0.08,-0.49,0.26,0.02,151.977154416876,140.862756940888,156.825102067145,177.060242416817,177.060242416817
36:00.496,0.01,-0.01,0.04,-0.01,-0.08,-0.49,0.26,0.02,151.661441694669,140.897094058437,157.143066618017,177.54168626052,177.54168626052
36:00.505,-0.01,0.02,0,-0.01,0.05,0.41,-0.04,-0.09,151.345728972461,140.931431175985,157.461031168896,178.023130104222,178.023130104222
36:00.514,-0.01,0.02,0,-0.01,0.05,0.41,-0.04,-0.09,151.030016250261,140.965768293534,157.778995719767,178.504573947925,178.504573947925
36:00.523,-0.02,-0.01,-0.06,-0.04,-0.03,-0.02,0,-0.13,150.714303528068,141.000105411082,158.096960270639,178.98601779162,178.98601779162
36:00.562,0,-0.01,-0.02,0.02,-0.02,-0.1,-0.04,0.03,150.595911372626,140.952891818364,157.838521551625,178.767906768146,178.767906768146
36:00.577,0,-0.01,-0.02,0.02,-0.02,-0.1,-0.04,0.03,150.477519217184,140.905678225647,157.58008283261,178.549795744675,178.549795744675
36:00.590,0,0,0.07,-0.04,0.03,0.13,-0.02,0.01,150.359127061745,140.85846463293,157.321644113603,178.331684721208,178.331684721208
36:00.601,-0.01,0.01,0.02,0.05,0.13,0.67,0.1,0.04,150.628613077479,141.045620668192,157.318861189569,178.36779003169,178.36779003169
36:00.610,0,-0.07,-0.17,0.02,0,0.31,-0.02,0.07,150.898099093218,141.232776703455,157.316078265535,178.403895342171,178.403895342171
36:00.619,0,0.08,0.04,0,-0.01,0.4,0.04,-0.07,151.167585108953,141.419932738718,157.313295341501,178.440000652654,178.440000652654
36:00.628,0,0.01,0.02,-0.02,-0.04,-0.41,0.05,0,151.437071124688,141.607088773977,157.310512417467,178.476105963136,178.476105963136
36:00.669,-0.03,-0.02,0,-0.01,-0.14,-0.81,-0.37,-0.02,151.305323252505,141.429361941551,157.291765613285,178.424184613701,178.424184613701
36:00.678,-0.03,-0.02,0,-0.01,-0.14,-0.81,-0.37,-0.02,151.173575380322,141.251635109125,157.273018809103,178.372263264268,178.372263264268
36:00.689,0.03,0.02,0.04,0.1,0.35,0.7,0.11,0,151.041827508136,141.073908276692,157.254272004919,178.32034191483,178.32034191483
36:00.697,0.03,0.02,0.04,0.1,0.35,0.7,0.11,0,150.910079635953,140.896181444263,157.235525200736,178.268420565394,178.268420565394
36:00.707,0.04,0.22,-0.02,-0.01,-0.02,0.61,0.08,0,150.923651973447,140.832562861257,157.230752012569,178.203544618329,178.203544618329
36:00.717,-0.1,0,-0.04,-0.02,-0.03,-0.05,-0.07,-0.04,150.937224310941,140.768944278252,157.225978824401,178.138668671263,178.138668671263
36:00.726,0.01,0.02,0.1,0.03,-0.06,-0.64,-0.01,-0.03,150.950796648436,140.705325695246,157.221205636233,178.073792724199,178.073792724199
36:00.737,0.01,0.02,0.1,0.03,-0.06,-0.64,-0.01,-0.03,150.96436898593,140.641707112241,157.216432448066,178.008916777135,178.008916777135
36:00.777,0.02,-0.03,-0.03,0.03,0,0.4,0.04,0.01,150.879843046691,140.850593381427,157.150606508647,178.015032998513,178.015032998513
36:00.786,-0.01,-0.02,0,-0.02,-0.03,-0.2,0,0,150.795317107451,141.059479650612,157.084780569228,178.021149219892,178.021149219892
36:00.797,-0.01,-0.02,0,-0.02,-0.03,-0.2,0,0,150.710791168212,141.268365919797,157.018954629812,178.02726544127,178.02726544127
36:00.808,0,-0.08,0.01,0.05,0.04,-0.23,0.09,0.05,150.615750086929,141.370384992046,157.235391807237,178.102416896169,178.102416896169
36:00.821,0,-0.08,0.01,0.05,0.04,-0.23,0.09,0.05,150.520709005645,141.472404064292,157.45182898466,178.177568351068,178.177568351068
36:00.837,0.01,0,0.21,0.07,0.1,0.53,0.09,0.05,150.425667924361,141.574423136542,157.668266162094,178.252719805969,178.252719805969
36:00.852,0.03,0.03,-0.05,-0.03,-0.04,0.13,-0.08,0,150.477453316028,141.654312615039,157.794049496158,178.339214121033,178.339214121033
36:00.896,0,0,0.07,0,0.01,-0.71,0.06,0.02,150.529238707695,141.734202093535,157.919832830219,178.425708436097,178.425708436097
36:00.905,0,-0.03,-0.04,-0.02,0.09,0.92,-0.1,-0.03,150.343568789212,141.780993856694,158.000397520955,178.481626924393,178.481626924393
36:00.915,0,-0.03,-0.04,-0.02,0.09,0.92,-0.1,-0.03,150.157898870726,141.827785619851,158.08096221169,178.537545412688,178.537545412688
36:00.925,-0.03,0.07,0.15,-0.03,-0.07,0.02,-0.02,0.03,149.972228952247,141.874577383011,158.16152690243,178.593463900985,178.593463900985
36:00.937,-0.03,0.07,0.15,-0.03,-0.07,0.02,-0.02,0.03,149.786559033764,141.921369146171,158.242091593167,178.649382389282,178.649382389282
36:00.945,-0.01,0.09,-0.1,-0.02,-0.03,0.07,0,0,149.600889115281,141.96816090933,158.322656283905,178.705300877578,178.705300877578
36:00.954,-0.01,0.09,-0.1,-0.02,-0.03,0.07,0,0,149.573908907583,141.953215392168,158.529357717496,178.818781372493,178.818781372493
36:00.962,0.01,0,-0.01,0.02,0.02,0.24,0.22,0.05,149.546928699885,141.938269875005,158.736059151088,178.932261867408,178.932261867408
36:01.005,0,-0.02,-0.12,-0.02,0.06,-0.3,0.09,0.03,149.570634262691,141.94434016015,158.776857721475,178.988750839429,178.988750839429
36:01.014,0,-0.02,-0.12,-0.02,0.06,-0.3,0.09,0.03,149.594339825496,141.950410445294,158.817656291862,179.04523981145,179.04523981145
36:01.022,0,-0.02,-0.12,-0.02,0.06,-0.3,0.09,0.03,149.618045388302,141.956480730439,158.858454862249,179.101728783473,179.101728783473
36:01.033,0.04,0,0,-0.04,-0.17,-0.67,0.15,-0.09,149.641750951107,141.962551015584,158.899253432635,179.158217755495,179.158217755495
36:01.043,-0.33,-0.1,0.02,0,0.05,-0.22,0.26,0.05,149.665456513913,141.968621300729,158.940052003022,179.214706727516,179.214706727516
36:01.052,-0.33,-0.1,0.02,0,0.05,-0.22,0.26,0.05,149.351358965945,142.293552653733,160.020765374225,179.371240362141,179.371240362141
36:01.066,0.03,0.12,-0.01,-0.03,-0.01,-0.03,-0.02,0,149.03726141798,142.618484006733,161.101478745411,179.527773996762,179.527773996762
